species,decimalLongitude,decimalLatitude,countryCode,individualCount,gbifID,family,genus,taxonRank,scientificName,coordinateUncertaintyInMeters,year,basisOfRecord,institutionCode,collectionCode,occurrenceID,clade,CHELSA_BIOL_01,CHELSA_BIOL_02,CHELSA_BIOL_03,CHELSA_BIOL_04,CHELSA_BIOL_05,CHELSA_BIOL_06,CHELSA_BIOL_07,CHELSA_BIOL_08,CHELSA_BIOL_09,CHELSA_BIOL_10,CHELSA_BIOL_11,CHELSA_BIOL_12,CHELSA_BIOL_13,CHELSA_BIOL_14,CHELSA_BIOL_15,CHELSA_BIOL_16,CHELSA_BIOL_17,CHELSA_BIOL_18,CHELSA_BIOL_19
Calandrinia pumila,134.2381,-20.795,AUS,NA,2826755410,Montiaceae,Calandrinia,SPECIES,Calandrinia pumila F.Muell.,100,2006,PRESERVED_SPECIMEN,DNA,DNA,NA,Calandrinia,252,111,415,5338.249023,368,101,267,306,185,312.911194,166,339.099182,92.088814,2,99.078453,251.177628,9,194,14
Calandrinia reticulata,131.3611,-25.3464,AUS,NA,2826753209,Montiaceae,Calandrinia,SPECIES,Calandrinia reticulata S.T.Syeda,NULL,1997,PRESERVED_SPECIMEN,DNA,NT,NA,Calandrinia,221.9487,116,394,6463.238281,355.143433,60,295.143433,299,143.257309,302,123,269.0513,39,9.051302,42,110,33.051304,98,48
Calandrinia balonensis,132.651301,-25.931916,AUS,NA,2826753053,Montiaceae,Calandrinia,SPECIES,Calandrinia balonensis Lindl.,900,1963,PRESERVED_SPECIMEN,DNA,DNA,NA,Calandrinia,210,115,395,6377.054199,344,53.462158,291,264,131,291,113.789223,232.62645,33,10,38.313221,95.313225,32,79.626442,36
Calandrinia balonensis,135.301267,-25.415224,AUS,NA,2826752520,Montiaceae,Calandrinia,SPECIES,Calandrinia balonensis Lindl.,900,1968,PRESERVED_SPECIMEN,DNA,DNA,NA,Calandrinia,237.689819,115,385.331146,6591.109375,375,75.689819,299.207458,317.689819,200,321.461395,138,169.668854,28,6,44.668858,78,20,62,28
Calandrinia balonensis,131.351292,-24.265256,AUS,NA,2826752347,Montiaceae,Calandrinia,SPECIES,Calandrinia balonensis Lindl.,900,1959,PRESERVED_SPECIMEN,DNA,DNA,NA,Calandrinia,224,117,399,6289.309082,354.314026,62,293,297.774902,145.774902,301,127,333.656281,52.328144,6,50,139.656281,29,113,55
Calandrinia oblonga,131.034536,-12.4486,AUS,NA,2826752188,Montiaceae,Calandrinia,SPECIES,Calandrinia oblonga Syeda & Carolin,900,1995,PRESERVED_SPECIMEN,DNA,DNA,NA,Calandrinia,276.661133,70.20845,511.547333,1526.050049,339.767975,202.452682,137.767975,279.893158,249.661133,296,249.661133,1725.474976,406.821777,1,103.338867,1109.740479,4,351.741455,4
Calandrinia spergularina,131.11235,-12.51221,AUS,NA,2826750843,Montiaceae,Calandrinia,SPECIES,Calandrinia spergularina F.Muell.,100,2007,PRESERVED_SPECIMEN,DNA,DNA,NA,Calandrinia,278,74,515.999939,1555.79187,344.947388,201,143.947372,281,250.000061,298,250.000061,1593.442627,377.512177,1,104.051445,1046.32605,4,334.107452,4
Calandrinia gracilis,134.78455,-14.780557,AUS,NA,2826750537,Montiaceae,Calandrinia,SPECIES,Calandrinia gracilis Benth.,25,2009,PRESERVED_SPECIMEN,DNA,DNA,NA,Calandrinia,269.900482,88,475.436707,2814.974609,354.900482,169.337189,185.337189,289.337189,231,304.28656,224.28656,750.796326,186.95015,1,112.150139,556.448914,4,267.747559,7.662818
Calandrinia gracilis,136.16785,-15.58189,AUS,NA,2826750472,Montiaceae,Calandrinia,SPECIES,Calandrinia gracilis Benth.,900,1984,PRESERVED_SPECIMEN,DNA,DNA,NA,Calandrinia,267,70.310097,446.415894,2675.165771,333,175,158.105804,288,229,298,222,979.886658,239.341187,1,117,711.02356,3,331.090973,7
Calandrinia reticulata,133.7786,-23.8158,AUS,NA,2826750057,Montiaceae,Calandrinia,SPECIES,Calandrinia reticulata S.T.Syeda,100,2007,PRESERVED_SPECIMEN,DNA,NT,NA,Calandrinia,223.968231,116,395.620697,6264.224609,356,63,293,300.922333,191,301,127,283.571686,42.273167,10.031769,47.019413,118.819496,30.684237,118.819496,41.273167
Calandrinia polyandra,130.975833,-25.228611,AUS,NA,2826749952,Montiaceae,Calandrinia,SPECIES,Calandrinia polyandra Benth.,10,2010,PRESERVED_SPECIMEN,DNA,DNA,NA,Calandrinia,225,117,394,6466.05127,358.031952,63,296,302,188.031952,305,126,272.501434,42,8,45.597301,114,31.936096,95,52.968048
Calandrinia pumila,133.9933,-20.4181,AUS,NA,2826749680,Montiaceae,Calandrinia,SPECIES,Calandrinia pumila F.Muell.,100,2007,PRESERVED_SPECIMEN,DNA,NT,NA,Calandrinia,256.098999,110,419,5207.621094,369,107,262,307.566101,190.098999,314,172,357.877594,94,2,98.46711,262.344696,9,209.689407,14
Calandrinia ptychosperma,131.717964,-25.281923,AUS,NA,2826749458,Montiaceae,Calandrinia,SPECIES,Calandrinia ptychosperma F.Muell.,900,1988,PRESERVED_SPECIMEN,DNA,DNA,NA,Calandrinia,223,116,393,6473.955566,357,61,296,304,142,304,124,250,32,9,39,94,31,94,41
Calandrinia gracilis,136.467838,-13.9819,AUS,NA,2826749284,Montiaceae,Calandrinia,SPECIES,Calandrinia gracilis Benth.,900,1977,PRESERVED_SPECIMEN,DNA,DNA,NA,Calandrinia,268.68869,24,270.373932,2124.973877,307.795349,220,87.342621,283.235962,234.688705,292.235962,234.688705,1135.2052,267.584351,1,102.764038,775.03302,4,339.684631,4
Calandrinia oblonga,132.892611,-12.487111,AUS,NA,2826748986,Montiaceae,Calandrinia,SPECIES,Calandrinia oblonga Syeda & Carolin,10,2016,PRESERVED_SPECIMEN,DNA,DNA,NA,Calandrinia,276.40979,85,518.59021,1704.465576,357.40979,193.433243,164,278.779663,255.369858,300.40979,247.409805,1572.958374,374.894501,1,110,1116.763428,4,322.210754,5
Calandrinia gracilis,130.917878,-12.398594,AUS,NA,2826748007,Montiaceae,Calandrinia,SPECIES,Calandrinia gracilis Benth.,900,1995,PRESERVED_SPECIMEN,DNA,DNA,NA,Calandrinia,276.685425,66,505.314575,1497.824707,335.453857,205,130.208298,280,250,295,250,1779.459229,427.375458,1,104.546127,1157.516846,4,345.665131,4
Calandrinia eremaea,133.867937,-24.431895,AUS,NA,2826748001,Montiaceae,Calandrinia,SPECIES,Calandrinia eremaea Ewart,900,1968,PRESERVED_SPECIMEN,DNA,DNA,NA,Calandrinia,226.310699,116,392,6418.776367,361.310699,65,296.310699,302.310699,192.102768,307,128.102768,235.42659,33.772018,8,40.330742,98.544037,26.77202,89.772018,39.772018
Calandrinia balonensis,131.3346,-21.998586,AUS,NA,2826747074,Montiaceae,Calandrinia,SPECIES,Calandrinia balonensis Lindl.,900,1972,PRESERVED_SPECIMEN,DNA,DNA,NA,Calandrinia,240,113,409,5677.605469,360,83,277,300,214,306,150,353.355194,70,6,77,208.918121,18,188.896133,27
Calandrinia uniflora,130.76166,-14.04642,AUS,NA,2826746221,Montiaceae,Calandrinia,SPECIES,Calandrinia uniflora F.Muell.,10,2012,PRESERVED_SPECIMEN,DNA,DNA,NA,Calandrinia,266.630188,91,525.733643,1988.767578,344.630188,171.497025,173.133179,273.49704,242.497025,288.630188,230.576508,1398.090454,348.427582,1,108.27536,1013.553589,5.99549,289.04303,10.986471
Calandrinia spergularina,136.445077,-16.057154,AUS,NA,2826745810,Montiaceae,Calandrinia,SPECIES,Calandrinia spergularina F.Muell.,NULL,1999,PRESERVED_SPECIMEN,DNA,DNA,NA,Calandrinia,265.974731,90.39045,487.341766,2800.905518,345.025269,159.974731,185.390442,286.658234,227,298,218.974731,988.976868,250.951385,1,115,724.928101,4,335.806244,10
Calandrinia ptychosperma,131.567992,-24.248589,AUS,NA,2826745363,Montiaceae,Calandrinia,SPECIES,Calandrinia ptychosperma F.Muell.,900,1966,PRESERVED_SPECIMEN,DNA,DNA,NA,Calandrinia,218.894058,117,401.047882,6250.179199,349.430389,57.58007,291.850342,292.218201,141.116425,295.995819,122.58007,276.538574,41.73391,5.46365,47.53635,113.081139,25.076967,94.062325,45.449005
Calandrinia ptychosperma,133.3408,-25.2725,AUS,NA,2826744454,Montiaceae,Calandrinia,SPECIES,Calandrinia ptychosperma F.Muell.,100,2000,PRESERVED_SPECIMEN,DNA,NT,NA,Calandrinia,225,115,390,6500.041016,361,65,296,304,189,307,126,203.883438,36,7,46,95,23,70,34
Calandrinia ptychosperma,133.767928,-23.231899,AUS,NA,2826744312,Montiaceae,Calandrinia,SPECIES,Calandrinia ptychosperma F.Muell.,900,1962,PRESERVED_SPECIMEN,DNA,DNA,NA,Calandrinia,218,116,402.896729,6037.182617,347,59,288,291,187,291,124,293.668182,54,8,58,143.668182,25,143.668182,34
Calandrinia pumila,131.384579,-19.681912,AUS,NA,2826743971,Montiaceae,Calandrinia,SPECIES,Calandrinia pumila F.Muell.,900,1991,PRESERVED_SPECIMEN,DNA,DNA,NA,Calandrinia,263,109,428,4966.188477,369,114,255,307.542084,200,315,180,439.643921,104.457916,3,96.77066,305.165039,13,278.373749,20
Calandrinia gracilis,135.44888,-15.63027,AUS,NA,2826743459,Montiaceae,Calandrinia,SPECIES,Calandrinia gracilis Benth.,100,2008,PRESERVED_SPECIMEN,DNA,DNA,NA,Calandrinia,268.573334,88.1157,475.706085,2863.228271,348.95575,162.95575,186,288.95575,228.95575,301.95575,220.95575,747.646667,211.89003,1,124.382416,627.527222,3,262.213684,4
Calandrinia eremaea,131.617966,-25.115257,AUS,NA,2826743226,Montiaceae,Calandrinia,SPECIES,Calandrinia eremaea Ewart,900,1974,PRESERVED_SPECIMEN,DNA,DNA,NA,Calandrinia,225,116,393,6469.46875,359,63,296,291.28595,144,305.538605,126,254.685226,33.461403,8,41,95.922806,30,94.806877,44
Calandrinia uniflora,132.627356,-13.559314,AUS,NA,2826743041,Montiaceae,Calandrinia,SPECIES,Calandrinia uniflora F.Muell.,NULL,1991,PRESERVED_SPECIMEN,DNA,DNA,NA,Calandrinia,274,92,489.399017,2266.483887,366,179,187,280,236,305,236,1165.81958,268.882507,1,106,791.929443,4,247.607758,4
Calandrinia gracilis,131.138144,-12.449156,AUS,NA,2826742640,Montiaceae,Calandrinia,SPECIES,Calandrinia gracilis Benth.,NULL,1996,PRESERVED_SPECIMEN,DNA,DNA,NA,Calandrinia,277.905914,72.440163,514,1541.145996,343,201.905899,141.03595,280,250,297.905914,250,1680.711792,403.194397,1,105.058151,1121.771362,4,335.453918,4
Calandrinia ptychosperma,132.934584,-21.615242,AUS,NA,2826742548,Montiaceae,Calandrinia,SPECIES,Calandrinia ptychosperma F.Muell.,900,1958,PRESERVED_SPECIMEN,DNA,DNA,NA,Calandrinia,241,113,413,5570.333984,360,85.68766,274,299,171,305,152,352.104034,79,8,77,225,26,174,30
Calandrinia balonensis,134.401245,-22.481892,AUS,NA,2826742369,Montiaceae,Calandrinia,SPECIES,Calandrinia balonensis Lindl.,900,1987,PRESERVED_SPECIMEN,DNA,DNA,NA,Calandrinia,229,115,405.103577,5858.69043,355.896423,72,283.436951,293.689667,199.230194,299,137,326.124573,61.080143,6,65.459465,177.240433,20,156.136841,31.310341
Calandrinia pumila,137.167889,-22.648545,AUS,NA,2826741632,Montiaceae,Calandrinia,SPECIES,Calandrinia pumila F.Muell.,900,1972,PRESERVED_SPECIMEN,DNA,DNA,NA,Calandrinia,247.795181,112,390,6015.443359,376,89.795174,286,314,215.795181,320,153.691299,213.794418,48.204823,2,75.896118,132.614471,8,103.409645,21.617401
Calandrinia uniflora,132.470915,-14.463347,AUS,NA,2826740799,Montiaceae,Calandrinia,SPECIES,Calandrinia uniflora F.Muell.,10,2019,PRESERVED_SPECIMEN,DNA,DNA,NA,Calandrinia,271.91507,95,475.082672,2692.836914,364.91507,165.91507,199,282.890717,238.890701,306.91507,225.91507,957.340271,235.075302,1,110.026619,675.104736,5,198.973358,8
Calandrinia ptychosperma,132.273889,-23.518611,AUS,NA,2826740751,Montiaceae,Calandrinia,SPECIES,Calandrinia ptychosperma F.Muell.,10,2016,PRESERVED_SPECIMEN,DNA,NT,NA,Calandrinia,219.232803,117,403.441803,6111.979004,348.232788,58.39978,289.558197,289.232788,143.674606,293.957977,124.39978,295.440948,45.216724,7,57.716621,134.824875,24.441799,123.557777,34.325397
Calandrinia polyandra,131.195,-25.3903,AUS,NA,2826738817,Montiaceae,Calandrinia,SPECIES,Calandrinia polyandra Benth.,NULL,1997,PRESERVED_SPECIMEN,DNA,DNA,NA,Calandrinia,221,117,395,6459.51416,354.680695,59,295,298.97345,184,301,122,273.083191,42,10,43.916817,116,34,98,48.166367
Calandrinia gracilis,131.11684,-12.5226,AUS,NA,2826738625,Montiaceae,Calandrinia,SPECIES,Calandrinia gracilis Benth.,10,2017,PRESERVED_SPECIMEN,DNA,DNA,NA,Calandrinia,277.909698,74.195297,516.090332,1558.123535,344.909698,200.804703,144.104996,280.432617,250,297.909698,250,1597.789795,377.601959,1,104.342323,1046.415283,4,336.634552,4
Calandrinia gracilis,131.072317,-12.462765,AUS,NA,2826737859,Montiaceae,Calandrinia,SPECIES,Calandrinia gracilis Benth.,NULL,1994,PRESERVED_SPECIMEN,DNA,DNA,NA,Calandrinia,277.987854,72,513.00293,1537.185669,342.194855,202.984909,140,280.987854,250.987839,297.194855,250.987839,1608.135132,376.797729,1,103.191917,1033.172607,4,335.249237,4
Calandrinia oblonga,130.73892,-13.21701,AUS,NA,2826737682,Montiaceae,Calandrinia,SPECIES,Calandrinia oblonga Syeda & Carolin,100,2008,PRESERVED_SPECIMEN,DNA,DNA,NA,Calandrinia,269.812775,82.09819,531.187195,1667.020996,339.91098,184.81279,155,273.812775,239.81279,289.33728,239.81279,1834.663696,454.607239,1,109,1324.008911,3,400.260773,3
Calandrinia oblonga,133.347322,-12.532842,AUS,NA,2826737155,Montiaceae,Calandrinia,SPECIES,Calandrinia oblonga Syeda & Carolin,NULL,1993,PRESERVED_SPECIMEN,DNA,DNA,NA,Calandrinia,260.741547,85.424339,519.917053,1730.029053,342.082947,177.741547,164.424332,265.082947,238.19545,284.741547,231.19545,1585.612793,376.544434,1,110.151329,1113.77002,5,283.661652,7
Calandrinia gracilis,135.3611,-15.4092,AUS,NA,2826736591,Montiaceae,Calandrinia,SPECIES,Calandrinia gracilis Benth.,100,2008,PRESERVED_SPECIMEN,DNA,DNA,NA,Calandrinia,268,80.649689,461.587311,2798.868164,344.088776,169,175,288.649689,229,301.151184,221.649689,904.20105,248.8685,0,121,729.608521,1,315.653076,5
Calandrinia oblonga,132.867865,-12.648584,AUS,NA,2826734658,Montiaceae,Calandrinia,SPECIES,Calandrinia oblonga Syeda & Carolin,900,1982,PRESERVED_SPECIMEN,DNA,DNA,NA,Calandrinia,276.313385,87,513.893616,1796.400635,360.973999,191.207016,169.766968,279.207031,254.207016,302.207031,246.207016,1487.455078,339.567902,1,107,1007.79657,4,320.393829,5
Calandrinia gracilis,136.334503,-15.665227,AUS,NA,2826734522,Montiaceae,Calandrinia,SPECIES,Calandrinia gracilis Benth.,900,1986,PRESERVED_SPECIMEN,DNA,DNA,NA,Calandrinia,267,72.106461,451.653351,2675.303711,333.546906,174,159.546906,288,229,298,222,992.289307,243.045715,1,117,715.47998,3,330.699066,7
Calandrinia uniflora,132.001211,-14.165259,AUS,NA,2826734406,Montiaceae,Calandrinia,SPECIES,Calandrinia uniflora F.Muell.,900,1982,PRESERVED_SPECIMEN,DNA,DNA,NA,Calandrinia,274.314392,93,487,2428.952148,364.106232,174,190.560196,282.106232,240.945633,305.546021,232.546021,1031.672119,264.903687,1,112,760.498596,3.662136,228.14949,4.324273
Calandrinia stagnensis,132.40127,-22.781913,AUS,NA,2826733565,Montiaceae,Calandrinia,SPECIES,Calandrinia stagnensis J.M.Black,900,1975,PRESERVED_SPECIMEN,DNA,DNA,NA,Calandrinia,235,116,403,6021.938477,362,74,288,302,205,307,141,304.86615,51.103489,7,59,150.537766,23,136.76506,34
Calandrinia uniflora,131.56667,-15.36667,AUS,NA,2826733479,Montiaceae,Calandrinia,SPECIES,Calandrinia uniflora F.Muell.,900,1997,PRESERVED_SPECIMEN,DNA,DNA,NA,Calandrinia,270,97,477.732971,2868.751709,360.516296,156.766479,204,283.766479,234,304,220,799.468445,198.968307,0,114.51722,594.904907,1,161.166489,4
Calandrinia spergularina,132.484532,-13.44859,AUS,NA,2826733204,Montiaceae,Calandrinia,SPECIES,Calandrinia spergularina F.Muell.,900,1990,PRESERVED_SPECIMEN,DNA,DNA,NA,Calandrinia,263.653442,91,498.893402,2127.51123,353.653442,170.445923,183.106583,268.445923,227.445923,292.653442,227.445923,1527.396851,375.023773,1,110,1106.410645,4.20751,310.39566,4.20751
Calandrinia gracilis,134.734516,-14.731905,AUS,NA,2826732331,Montiaceae,Calandrinia,SPECIES,Calandrinia gracilis Benth.,900,1960,PRESERVED_SPECIMEN,DNA,DNA,NA,Calandrinia,269.546722,89,478,2818.50293,355.546722,168.31189,187,289.106445,231.106445,304.106445,224.106445,737.147339,177.005585,1,110,529.888367,4,267.677307,7.893561
Calandrinia gracilis,131.85345,-12.50575,AUS,NA,2826732297,Montiaceae,Calandrinia,SPECIES,Calandrinia gracilis Benth.,10,2019,PRESERVED_SPECIMEN,DNA,DNA,NA,Calandrinia,278,79,516.161316,1620.828369,352,198.930817,153.173294,280,250,300.769501,250,1564.446655,323.621246,1,104,968.815796,3,367.355835,3
Calandrinia stagnensis,133.101248,-21.848572,AUS,NA,2826731708,Montiaceae,Calandrinia,SPECIES,Calandrinia stagnensis J.M.Black,900,1974,PRESERVED_SPECIMEN,DNA,DNA,NA,Calandrinia,237,114,412,5636.685059,358,81,277,297,167,302.770599,148,352.859467,76.709541,8.68806,73.541359,218.899216,28.37612,168.960251,33.688061
Calandrinia uniflora,133.351202,-15.098577,AUS,NA,2826731601,Montiaceae,Calandrinia,SPECIES,Calandrinia uniflora F.Muell.,900,1993,PRESERVED_SPECIMEN,DNA,DNA,NA,Calandrinia,268,101,472,3071.678223,366,152,213.206604,284,229,306,217,874.334351,215.16832,1,112,635.817505,6,154.062393,12
Calandrinia uniflora,132.051207,-14.231916,AUS,NA,2826731060,Montiaceae,Calandrinia,SPECIES,Calandrinia uniflora F.Muell.,900,1961,PRESERVED_SPECIMEN,DNA,DNA,NA,Calandrinia,272.792755,93,485,2468.25293,362.792755,171.105972,192,280.792755,242.338348,304.338348,230,1151.391357,301.247925,1,114.454414,862.208557,4,260.10675,5
Calandrinia eremaea,134.034599,-24.465236,AUS,NA,2826730814,Montiaceae,Calandrinia,SPECIES,Calandrinia eremaea Ewart,900,1962,PRESERVED_SPECIMEN,DNA,DNA,NA,Calandrinia,227,116,391.460327,6429.951172,362.208374,65.208382,297,303.539673,192.539688,307.539673,128.539688,235.553513,34.460316,8,41.460316,99.380951,27,88.380951,40
Calandrinia uniflora,135.751186,-17.131893,AUS,NA,2826730526,Montiaceae,Calandrinia,SPECIES,Calandrinia uniflora F.Muell.,900,1984,PRESERVED_SPECIMEN,DNA,DNA,NA,Calandrinia,261,111,491.79538,3393.083252,359.235046,134.795364,225,284.235046,216.235031,299.235046,203,678.225647,178.014618,1,111.795364,523.27887,6.204635,244.847977,14.174232
Calandrinia uniflora,133.11538,-15.23359,AUS,NA,2826730219,Montiaceae,Calandrinia,SPECIES,Calandrinia uniflora F.Muell.,NULL,1999,PRESERVED_SPECIMEN,DNA,DNA,NA,Calandrinia,267.309814,101,471,3092.444824,365,151,214.823898,283.81369,228,306,215.485901,875.015564,216.182541,1,113,645.185181,5,159.644028,9
Calandrinia remota,136.25125,-24.565218,AUS,NA,2826728724,Montiaceae,Calandrinia,SPECIES,Calandrinia remota J.M.Black & J.M.Black,900,1977,PRESERVED_SPECIMEN,DNA,DNA,NA,Calandrinia,243,114,380,6539.873047,379,80,299,320,206,325,143,206,34,4,49,96,16,79,32
Calandrinia stagnensis,133.797778,-23.758889,AUS,NA,2826728584,Montiaceae,Calandrinia,SPECIES,Calandrinia stagnensis J.M.Black,10,2012,PRESERVED_SPECIMEN,DNA,DNA,NA,Calandrinia,221.762451,116,396.549988,6235.386719,354.624847,61.762444,292.450012,298.762451,189.762451,298.762451,125.762444,278.338776,41.825169,9.662566,47.749825,117.887894,29.325132,117.887894,40.075344
Calandrinia pleiopetala,131.567963,-24.24859,AUS,NA,2826728215,Montiaceae,Calandrinia,SPECIES,Calandrinia pleiopetala F.Muell.,900,1982,PRESERVED_SPECIMEN,DNA,DNA,NA,Calandrinia,218.898132,117,401.044159,6250.233887,349.436951,57.58403,291.852905,292.225769,141.122849,296.001038,122.58403,276.500397,41.730072,5.461182,47.538818,113.068405,25.069443,94.0495,45.441238
Calandrinia uniflora,133.134518,-12.465258,AUS,NA,2826727083,Montiaceae,Calandrinia,SPECIES,Calandrinia uniflora F.Muell.,900,1973,PRESERVED_SPECIMEN,DNA,DNA,NA,Calandrinia,274.31427,85,517.792908,1716.724854,355.31427,191.973236,163.314255,278.080414,252.766144,298.973236,245.314255,1306.285156,302.931519,1,108,901.737305,4,244.230057,5
Calandrinia uniflora,133.084522,-13.031913,AUS,NA,2826725126,Montiaceae,Calandrinia,SPECIES,Calandrinia uniflora F.Muell.,900,1977,PRESERVED_SPECIMEN,DNA,DNA,NA,Calandrinia,259.205597,90,505.447083,1991.414429,348.205597,169.546143,178.659454,264.205597,234.546143,287.205597,225.546143,1412.74585,312.699432,1,105,926.885193,4,288.186005,6
Calandrinia uniflora,132.751193,-12.631919,AUS,NA,2826725090,Montiaceae,Calandrinia,SPECIES,Calandrinia uniflora F.Muell.,900,1987,PRESERVED_SPECIMEN,DNA,DNA,NA,Calandrinia,276,87,515,1771.121094,359.766602,191.106628,168.313583,278.106628,254.106628,301.106628,246,1552.17395,346.7677,1,106.106621,1038.74353,4,342.518768,5
Calandrinia disperma,130.983056,-25.241667,AUS,NA,2826724974,Montiaceae,Calandrinia,SPECIES,Calandrinia disperma J.M.Black,10,2016,PRESERVED_SPECIMEN,DNA,NT,NA,Calandrinia,224,117,394,6464.532715,358,62,296,302,188,304.516663,125,276.233704,43,9,46,116.233711,33,96.46743,53
Calandrinia eremaea,132.23462,-24.881911,AUS,NA,2826724465,Montiaceae,Calandrinia,SPECIES,Calandrinia eremaea Ewart,900,1973,PRESERVED_SPECIMEN,DNA,NT,NA,Calandrinia,221.271973,116,394,6413.932617,355.045959,60.584595,294.897217,274.271973,141.584595,301.584595,123.148758,276.275543,41.056812,12.102785,40.748459,108.755028,36.308353,105.093193,38.308353
Calandrinia spergularina,136.351179,-15.63189,AUS,NA,2826722172,Montiaceae,Calandrinia,SPECIES,Calandrinia spergularina F.Muell.,900,1984,PRESERVED_SPECIMEN,DNA,DNA,NA,Calandrinia,267,69.310097,445.416046,2658.885742,332.105957,176,155.651794,283,229,297.545837,223,995.706909,242.808868,1,117,722.214661,3,326.590454,7.454162
Calandrinia spergularina,132.784528,-13.431911,AUS,NA,2826719727,Montiaceae,Calandrinia,SPECIES,Calandrinia spergularina F.Muell.,900,1973,PRESERVED_SPECIMEN,DNA,DNA,NA,Calandrinia,263.893768,91,495,2185.072998,354.687378,169.893768,185,269.687378,226.893768,293.893768,226.893768,1323.677246,305.455627,1,106.453796,891.806885,4,288.393982,4
Calandrinia ptychosperma,131.0444,-25.4453,AUS,NA,2826719575,Montiaceae,Calandrinia,SPECIES,Calandrinia ptychosperma F.Muell.,NULL,1997,PRESERVED_SPECIMEN,DNA,NT,NA,Calandrinia,220,117,395.14267,6451.334473,353.85733,58.857338,295,297.85733,139,300,121.844818,274.688904,44.155186,10,44.155186,119.53373,36,95.601898,50
Calandrinia polyandra,130.901309,-25.215264,AUS,NA,2826716301,Montiaceae,Calandrinia,SPECIES,Calandrinia polyandra Benth.,900,1986,PRESERVED_SPECIMEN,DNA,NT,NA,Calandrinia,222.102722,117,395.685028,6436.710449,355.314972,60.314983,295,299.314972,186,302,123.776611,322.101532,50.358913,10,46,135.615112,36.92326,111.691849,62
Calandrinia spergularina,133.29158,-12.29259,AUS,NA,2826716067,Montiaceae,Calandrinia,SPECIES,Calandrinia spergularina F.Muell.,100,2008,PRESERVED_SPECIMEN,DNA,DNA,NA,Calandrinia,270.887329,81,521.405884,1626.447388,346.887329,192.087677,154.799652,274.887329,249.887329,293.887329,243.388535,1364.18042,310.966919,1,107.493584,927.928101,5,230.880203,8
Calandrinia balonensis,130.884625,-23.815265,AUS,NA,2826715860,Montiaceae,Calandrinia,SPECIES,Calandrinia balonensis Lindl.,900,1986,PRESERVED_SPECIMEN,DNA,DNA,NA,Calandrinia,225,116,402,6142.273438,353,64,288,296,148,300,130,319.172028,51.788311,8,51.896587,141.364929,29.103411,117.14016,44.206821
Calandrinia quadrivalvis,131.16879,-15.84822,AUS,NA,2826715856,Montiaceae,Calandrinia,SPECIES,Calandrinia quadrivalvis F.Muell.,100,2001,PRESERVED_SPECIMEN,DNA,DNA,NA,Calandrinia,274.416992,99,476.374878,3015.683838,364.686707,156.625107,208,290.416992,236.417007,309.416992,221.417007,732.842468,188.225235,0,114.833214,545.969543,3,136.809036,8
Calandrinia uniflora,132.017877,-14.065259,AUS,NA,2826715507,Montiaceae,Calandrinia,SPECIES,Calandrinia uniflora F.Muell.,900,1960,PRESERVED_SPECIMEN,DNA,DNA,NA,Calandrinia,272.893768,93,489.314392,2374.111572,362.685608,173.685623,189,279.893768,231.893753,303.685608,231.893753,1170.10791,302.912201,1,113.314377,863.062805,3,268.969055,3
Calandrinia disperma,134.2572,-24.8933,AUS,NA,2826714707,Montiaceae,Calandrinia,SPECIES,Calandrinia disperma J.M.Black,100,2004,PRESERVED_SPECIMEN,DNA,NT,NA,Calandrinia,228.877869,116,389.579376,6499.032227,364.877869,67,298,307,193,310.877869,130,188.823639,28.122128,8,36.122128,78.244255,26,65,33
Calandrinia uniflora,131.267895,-16.365258,AUS,NA,2826713923,Montiaceae,Calandrinia,SPECIES,Calandrinia uniflora F.Muell.,900,1982,PRESERVED_SPECIMEN,DNA,DNA,NA,Calandrinia,277.455475,102,469.89447,3305.652344,369.79126,153.685745,216,295.79126,235.455475,314.79126,219.79126,674.318542,191.899719,0,113.769737,532.265198,4,137.031815,10
Calandrinia ptychosperma,137.834549,-23.465203,AUS,NA,2826713176,Montiaceae,Calandrinia,SPECIES,Calandrinia ptychosperma F.Muell.,900,1972,PRESERVED_SPECIMEN,DNA,DNA,NA,Calandrinia,249,112,384,6240.615234,381,89,292,320,215,326,152,224.562592,46,4,64.103775,128.103775,13,97.20755,33
Calandrinia eremaea,134.4469,-23.6291,AUS,NA,2826713036,Montiaceae,Calandrinia,SPECIES,Calandrinia eremaea Ewart,100,2004,PRESERVED_SPECIMEN,DNA,NT,NA,Calandrinia,219.084686,115,396.862335,6182.12207,351.084686,60.10939,290.975311,291.081116,187.084686,295.24704,124.088264,380.084473,59.0247,8,54.0247,176.070526,28,165.042236,45.992847
Calandrinia polyandra,130.682222,-25.322222,AUS,NA,2826712959,Montiaceae,Calandrinia,SPECIES,Calandrinia polyandra Benth.,100,2010,PRESERVED_SPECIMEN,DNA,DNA,NA,Calandrinia,219.674042,117,397,6420.044434,352,58.524097,294,296.674042,178.932373,299,121.524101,292.573151,48.383457,9,46.475903,128.674469,35,100.141068,55.72266
Calandrinia gracilis,131.11396,-12.51338,AUS,NA,2826710801,Montiaceae,Calandrinia,SPECIES,Calandrinia gracilis Benth.,100,2005,PRESERVED_SPECIMEN,DNA,DNA,NA,Calandrinia,278,74,516,1556.280884,345,201,144,280.753235,250,298,250,1595.917114,378.464996,1,104.192017,1049.045166,4,334.215485,4
