"species","decimalLongitude","decimalLatitude","countryCode","individualCount","gbifID","family","genus","taxonRank","scientificName","coordinateUncertaintyInMeters","year","basisOfRecord","institutionCode","collectionCode","occurrenceID","clade","CHELSA_BIOL_01","CHELSA_BIOL_02","CHELSA_BIOL_03","CHELSA_BIOL_04","CHELSA_BIOL_05","CHELSA_BIOL_06","CHELSA_BIOL_07","CHELSA_BIOL_08","CHELSA_BIOL_09","CHELSA_BIOL_10","CHELSA_BIOL_11","CHELSA_BIOL_12","CHELSA_BIOL_13","CHELSA_BIOL_14","CHELSA_BIOL_15","CHELSA_BIOL_16","CHELSA_BIOL_17","CHELSA_BIOL_18","CHELSA_BIOL_19","MAT","BasisOfRecord"
"Portulaca foliosa",20.625,-26.125,"ZAF","NA","462186036","Portulacaceae","Portulaca","SPECIES","Portulaca foliosa Ker Gawl.","NULL",1989,"PRESERVED_SPECIMEN","SANBI","PRECIS","NA","Portulaca",213,131,440,5716.516602,347,49,298,277,141.267014,281,124,212.249695,45,1,86.233551,129,3,99,5,21.3,NA
"Portulaca quadrifida",27.625,-26.125,"ZAF","NA","462186451","Portulacaceae","Portulaca","SPECIES","Portulaca quadrifida L.","NULL",1971,"PRESERVED_SPECIMEN","SANBI","PRECIS","NA","Portulaca",156.033401,127,500,4330.21582,260.033386,6.033395,254,202.766388,84.033394,202.766388,84.033394,782.067627,141.966812,4,76,411.90036,16,396.669556,16,15.6033401,NA
"Portulaca quadrifida",30.875,-26.125,"ZAF","NA","462186500","Portulacaceae","Portulaca","SPECIES","Portulaca quadrifida L.","NULL",1992,"PRESERVED_SPECIMEN","SANBI","PRECIS","NA","Portulaca",162.451385,106,531,3137.28418,246.217834,45.701141,200,191.217834,110.451385,198.451385,110.451385,1106.862915,192.399521,10,72.216217,573.913147,31.500631,426.014557,31.500631,16.2451385,NA
"Portulaca filifolia",140.152222,-26.031389,"AUS","NA","NULL","Portulacaceae","Portulaca","species","Portulaca filifolia F.Muell.","150",1995,"PreservedSpecimen","AD","AD","AD:AD:AD 99709037","Portulaca",239.216537,112,378.162415,6497.041504,375.054138,80,296,318.054138,199.054138,322,141.054138,170.242172,31.533478,6,50.358261,85.654564,18.587608,65.175217,27.175219,23.9216537,NA
"Portulaca filifolia",151.343319,-25.976786,"AUS","NA","NULL","Portulacaceae","Portulaca","species","Portulaca filifolia F.Muell.","100",1992,"PreservedSpecimen","BRI","Herbrecs","urn:catalog:BRI:Herbrecs:AQ0541012","Portulaca",198.891754,91,436.196564,4085.074707,294.891754,85.891762,209,248.891754,143.891754,248.891754,135.891754,796.239319,113.476662,29.326645,48.086132,335.604431,93.564972,335.604431,102.233963,19.8891754,NA
"Portulaca filifolia",151.3333,-25.9833,"AUS","NA","NULL","Portulacaceae","Portulaca","species","Portulaca filifolia","1000",1992,"PreservedSpecimen","MEL","MEL","2f5a39e6-6374-11e1-bc2b-000c2907ead9","Portulaca",200.515213,91,435.746338,4095.773682,296.035919,86.782242,209.253677,250.515213,144.782242,250.515213,137.261536,772.324463,109.704582,28.730587,48.007874,326.11615,91.924728,326.11615,100.390678,20.0515213,NA
"Portulaca bicolor",151.327137,-25.991044,"AUS","NA","NULL","Portulacaceae","Portulaca","species","Portulaca bicolor F.Muell.","100",1990,"PreservedSpecimen","BRI","Herbrecs","urn:catalog:BRI:Herbrecs:AQ0473799","Portulaca",198.145981,91,436.40506,4089.943359,293.372742,84.554543,208.684082,247.830063,142.554535,247.830063,135.145981,788.508423,111.448189,30.088074,47.093727,330.939484,97.215454,330.939484,107.575241,19.8145981,NA
"Portulaca bicolor",151.34428,-25.979505,"AUS","NA","NULL","Portulacaceae","Portulaca","species","Portulaca bicolor F.Muell.","100",1989,"PreservedSpecimen","BRI","Herbrecs","urn:catalog:BRI:Herbrecs:AQ0457334","Portulaca",197.54451,91,436.810516,4077.54834,293.540436,84.540451,209,247.54451,142.540451,247.54451,134.564392,814.71167,116.066444,29.858414,47.995937,342.514587,95.409706,342.514587,104.889145,19.754451,NA
"Portulaca bicolor",146.661111,-25.964722,"AUS","NA","NULL","Portulacaceae","Portulaca","species","Portulaca bicolor F.Muell.","100",2012,"PreservedSpecimen","BRI","Herbrecs","urn:catalog:BRI:Herbrecs:AQ0823583","Portulaca",214.249969,106,398,5605.511719,334.249969,68.249969,266,278.249969,179.249969,282.249969,127.887611,500.988525,78.137711,20.750034,44.887611,220.413132,63.250099,213.775497,73.250099,21.4249969,NA
"Portulaca filifolia",143.3,-25.9167,"AUS","NA","NULL","Portulacaceae","Portulaca","species","Portulaca filifolia F.Muell.","1000",1995,"PreservedSpecimen","CANB","CANB","CANB:CANB:CANB 530449.1","Portulaca",231,108,381.512695,6118.882812,361,77,284,302,193.235458,307.235443,137.483185,288.063171,45.764545,8,48.764545,135.045914,27,115.298615,46,23.1,NA
"Portulaca intraterranea",135.3667,-25.85,"AUS","NA","NULL","Portulacaceae","Portulaca","species","Portulaca intraterranea J.M.Black","900",1997,"PreservedSpecimen","DNA","DNA","DNA:DNA:DNA A0095341","Portulaca",234,115,387,6574.535645,372,74,298,315,196,318.269104,135,175,27,7,42,77,23,64,31,23.4,NA
"Portulaca filifolia",135.2333,-25.95,"AUS","NA","NULL","Portulacaceae","Portulaca","species","Portulaca filifolia F.Muell.","900",1997,"PreservedSpecimen","DNA","DNA","DNA:DNA:DNA A0094958","Portulaca",232.764542,115,388.487183,6562.143066,369.764557,72.764542,297,313.764557,194.764542,316.764557,134.264969,172.874176,25.970484,7,39.722637,74.176422,23,61.954216,31,23.2764542,NA
"Portulaca intraterranea",138.594644,-25.869948,"AUS","NA","NULL","Portulacaceae","Portulaca","species","Portulaca intraterranea J.M.Black","100",2015,"PreservedSpecimen","BRI","Herbrecs","urn:catalog:BRI:Herbrecs:AQ0826758","Portulaca",242,113,378,6601.404297,379,80.12294,299,298.122925,202,326,142,160.00296,26,4,57.10746,76,14,60.877064,35,24.2,NA
"Portulaca intraterranea",138.484589,-25.894367,"AUS","NA","NULL","Portulacaceae","Portulaca","species","Portulaca intraterranea J.M.Black","100",2001,"PreservedSpecimen","BRI","Herbrecs","urn:catalog:BRI:Herbrecs:AQ0558240","Portulaca",242,113,378,6610.07666,380,81,299,299,202,326,142,156,25,4,56,73,14,58,35,24.2,NA
"Portulaca filifolia",139.217631,-25.852943,"AUS","NA","NULL","Portulacaceae","Portulaca","species","Portulaca filifolia F.Muell.","100",1997,"PreservedSpecimen","BRI","Herbrecs","urn:catalog:BRI:Herbrecs:AQ0533035","Portulaca",241,113,378,6567.73291,378,80,298,321,201,324,142,162.879776,28,5,56,82.939888,15.939891,65.879784,31,24.1,NA
"Portulaca intraterranea",139.151242,-25.900998,"AUS","NA","NULL","Portulacaceae","Portulaca","species","Portulaca intraterranea J.M.Black","100",1995,"PreservedSpecimen","BRI","Herbrecs","urn:catalog:BRI:Herbrecs:AQ0583793","Portulaca",241,113,377.598419,6579.539551,378.264313,80,298.401581,321.264313,200.798492,324.665894,142,160.201508,27,5,56.7985,81,15.201501,66,31,24.1,NA
"Portulaca quadrifida",24.875,-25.875,"ZAF","NA","462186497","Portulacaceae","Portulaca","SPECIES","Portulaca quadrifida L.","NULL",1982,"PRESERVED_SPECIMEN","SANBI","PRECIS","NA","Portulaca",193,122,464,4901.649902,302.516693,38.766453,264,247,112,247,112,488.9664,95,2,77.766449,256,10,256,10,19.3,NA
"Portulaca kermesina",25.375,-25.875,"ZAF","NA","462186223","Portulacaceae","Portulaca","SPECIES","Portulaca kermesina N.E.Br.","NULL",1982,"PRESERVED_SPECIMEN","SANBI","PRECIS","NA","Portulaca",190,121,469,4760.033203,296.766449,38,259,241.766449,116.171532,241.766449,111.267014,476.749573,96.099762,2.233549,77.249756,258.849457,10.233548,258.849457,10.467097,19,NA
"Portulaca kermesina",25.625,-25.875,"ZAF","NA","462186130","Portulacaceae","Portulaca","SPECIES","Portulaca kermesina N.E.Br.","NULL",1946,"PRESERVED_SPECIMEN","SANBI","PRECIS","NA","Portulaca",185.732986,121,473,4682.483398,291,35,256,236.483231,108,236.483231,108,484.016327,95.750313,2,77.516762,264.017395,9,264.017395,9,18.5732986,NA
"Portulaca quadrifida",26.875,-25.875,"ZAF","NA","462186379","Portulacaceae","Portulaca","SPECIES","Portulaca quadrifida L.","NULL",1950,"PRESERVED_SPECIMEN","SANBI","PRECIS","NA","Portulaca",161.732986,125,495,4404.898438,264.733002,12.249754,253,209,88.732986,209,88.732986,674.518005,120.349869,4,74.249687,353.283173,16,353.283173,16,16.1732986,NA
"Portulaca quadrifida",27.375,-25.875,"ZAF","NA","462186490","Portulacaceae","Portulaca","SPECIES","Portulaca quadrifida L.","NULL",1985,"PRESERVED_SPECIMEN","SANBI","PRECIS","NA","Portulaca",170.999924,126,499,4364.916504,273.999939,20.499371,253,217.732925,97.999931,217.732925,97.999931,546.108276,98.61821,3,75,287.587616,12.267012,287.587616,12.267012,17.0999924,NA
"Portulaca quadrifida",27.875,-25.875,"ZAF","NA","462186502","Portulacaceae","Portulaca","SPECIES","Portulaca quadrifida L.","NULL",1994,"PRESERVED_SPECIMEN","SANBI","PRECIS","NA","Portulaca",171.233688,126,501,4269.216797,274.000153,21.750383,252,216.233688,99.233688,217.000137,99.233688,747.719238,141.066727,4,79,399.983887,14,367.600616,14,17.1233688,NA
"Portulaca quadrifida",28.875,-25.875,"ZAF","NA","462186518","Portulacaceae","Portulaca","SPECIES","Portulaca quadrifida L.","NULL",2007,"PRESERVED_SPECIMEN","SANBI","PRECIS","NA","Portulaca",170.966537,123,506,3975.616211,270.483246,27.483232,243,207.71434,103.483231,213.483231,103.483231,616.756714,104.401077,4,74.732986,307.385864,15.516767,252.501465,15.516767,17.0966537,NA
"Portulaca hereroensis",28.875,-25.875,"ZAF","NA","462186110","Portulacaceae","Portulaca","SPECIES","Portulaca hereroensis Schinz","NULL",2007,"PRESERVED_SPECIMEN","SANBI","PRECIS","NA","Portulaca",170.966537,123,506,3975.616211,270.483246,27.483232,243,207.71434,103.483231,213.483231,103.483231,616.756714,104.401077,4,74.732986,307.385864,15.516767,252.501465,15.516767,17.0966537,NA
"Portulaca hereroensis",29.125,-25.875,"ZAF","NA","462186112","Portulacaceae","Portulaca","SPECIES","Portulaca hereroensis Schinz","NULL",2005,"PRESERVED_SPECIMEN","SANBI","PRECIS","NA","Portulaca",165.783783,122,509,3871.766357,263.783783,24.783779,239,206.267075,99.783783,207.783783,99.783783,721.922546,124.581528,4.483233,77.233551,368.511017,15.966466,311.761841,15.966466,16.5783783,NA
"Portulaca quadrifida",29.625,-25.875,"ZAF","NA","462186516","Portulacaceae","Portulaca","SPECIES","Portulaca quadrifida L.","NULL",1997,"PRESERVED_SPECIMEN","SANBI","PRECIS","NA","Portulaca",158.766449,119.483231,518,3667.73291,253.24968,22.766453,231,191.016144,96.016136,198.766449,96.016136,636.768555,109.116943,4,76.233551,324.851318,14,268.917145,14,15.8766449,NA
"Portulaca quadrifida",31.625,-25.875,"SWZ","NA","462186461","Portulacaceae","Portulaca","SPECIES","Portulaca quadrifida L.","NULL",1970,"PRESERVED_SPECIMEN","SANBI","PRECIS","NA","Portulaca",203.550369,102,529.750244,3020.449951,284.067078,90.800056,193,238.067078,154.067078,238.800064,154.067078,899.295349,159.449631,13.216219,71.516769,455.598572,40.182682,454.348877,40.182682,20.3550369,NA
"Portulaca quadrifida",31.875,-25.875,"ZAF","NA","462186410","Portulacaceae","Portulaca","SPECIES","Portulaca quadrifida L.","NULL",1971,"PRESERVED_SPECIMEN","SANBI","PRECIS","NA","Portulaca",211.999924,97,525.249756,2916.950195,289.500488,104.750244,185,246.750244,164.750244,246.750244,164.750244,610.880188,109.732986,13.249756,64.516701,305.698486,41.249756,305.698486,41.249756,21.1999924,NA
"Portulaca kermesina",31.875,-25.875,"ZAF","NA","462186175","Portulacaceae","Portulaca","SPECIES","Portulaca kermesina N.E.Br.","NULL",1971,"PRESERVED_SPECIMEN","SANBI","PRECIS","NA","Portulaca",211.999924,97,525.249756,2916.950195,289.500488,104.750244,185,246.750244,164.750244,246.750244,164.750244,610.880188,109.732986,13.249756,64.516701,305.698486,41.249756,305.698486,41.249756,21.1999924,NA
"Portulaca filifolia",134.273889,-25.807778,"AUS","NA","NULL","Portulacaceae","Portulaca","species","Portulaca filifolia F.Muell.","10",2011,"PreservedSpecimen","DNA","NT","DNA:NT:NT D0211502","Portulaca",224,115,392,6486.871094,360,65,294.223724,304,186.840225,306.84024,126,154.592682,33.359653,5,53.102791,81.719307,17,44,30,22.4,NA
"Portulaca intraterranea",138.0117,-25.7847,"AUS","NA","NULL","Portulacaceae","Portulaca","species","Portulaca intraterranea J.M.Black","50",2016,"PreservedSpecimen","CANB","CANB","CANB:CANB:CANB 892632.1","Portulaca",243,113,378,6627.48877,381,81,300,323.329742,203.920822,327.920807,143,163.20961,25,3,54.079182,73.75441,13,58.452965,35,24.3,NA
"Portulaca intraterranea",137.884568,-25.815204,"AUS","NA","NULL","Portulacaceae","Portulaca","species","Portulaca intraterranea J.M.Black","900",1987,"PreservedSpecimen","DNA","DNA","DNA:DNA:DNA A0082945","Portulaca",242,114,379,6621.437988,380,80,300,323,202.335007,326.335022,142,174.611313,26.896893,4,52.333462,79.690674,15,63.793785,36.920643,24.2,NA
"Portulaca quadrifida",28.209444,-25.794722,"ZAF","NA","2005473180","Portulacaceae","Portulaca","SPECIES","Portulaca quadrifida L.","NULL",2012,"PRESERVED_SPECIMEN","NA","NA","NA","Portulaca",168.607697,125,502.297455,4170.163086,270.607697,20.607691,250,212.607697,98.510147,213.607697,98.510147,756.088135,137.837677,5,77,400.667877,17,330.513,17,16.8607697,NA
"Portulaca intraterranea",136.5647,-25.7833,"AUS","NA","NULL","Portulacaceae","Portulaca","species","Portulaca intraterranea J.M.Black","50",2012,"PreservedSpecimen","CANB","CANB","CANB:CANB:CANB 890266.1","Portulaca",240.655289,114,381.719177,6627.100586,378.655304,79,300,321.509064,202,325,140.655289,184.034119,29.344706,5,44.344704,84.689407,19,69.344704,33,24.0655289,NA
"Portulaca intraterranea",134.834606,-25.76523,"AUS","NA","NULL","Portulacaceae","Portulaca","species","Portulaca intraterranea J.M.Black","900",1968,"PreservedSpecimen","DNA","DNA","DNA:DNA:DNA A0013973","Portulaca",231,116,389,6546.746582,368,71,297,311.310852,193,315,132,174,28,7,40,77,23,60,31,23.1,NA
"Portulaca L.",-60.6,-25.7,"ARG","NA","1259524741","Portulacaceae","Portulaca","GENUS","Portulaca L.","NULL",1990,"PRESERVED_SPECIMEN","MO","MO","NA","Portulaca",224,91,426.516693,4153.766602,322,109,213,259.766418,161,277,161,977.766418,143,19,58,407,59,406,59,22.4,NA
"Portulaca umbraticola",-60.6,-25.7,"ARG","NA","1259525117","Portulacaceae","Portulaca","SPECIES","Portulaca umbraticola Kunth","NULL",1990,"PRESERVED_SPECIMEN","MO","MO","NA","Portulaca",224,91,426.516693,4153.766602,322,109,213,259.766418,161,277,161,977.766418,143,19,58,407,59,406,59,22.4,NA
"Portulaca bicolor",151.704404,-25.681194,"AUS","NA","NULL","Portulacaceae","Portulaca","species","Portulaca bicolor F.Muell.","100",1996,"PreservedSpecimen","BRI","Herbrecs","urn:catalog:BRI:Herbrecs:AQ0641720","Portulaca",204.818726,88.216316,439,3898.187256,296.045319,94.818726,201.010269,252.045303,151.818726,252.045303,144.818726,856.470459,137.13591,27.261623,54.773418,401.362457,90.760094,401.362457,103.710541,20.4818726,NA
"Portulaca bicolor",151.540793,-25.599805,"AUS","NA","NULL","Portulacaceae","Portulaca","species","Portulaca bicolor F.Muell.","100",1999,"PreservedSpecimen","BRI","Herbrecs","urn:catalog:BRI:Herbrecs:AQ0674228","Portulaca",207.923843,88,436.459869,3939.28418,299.923828,97.923843,202.222519,255.653427,181.430908,255.923843,147.430908,864.97937,130.363342,32,48.72958,380.488617,96.777481,379.947784,128.555695,20.7923843,NA
"Portulaca quadrifida",28.405556,-25.626111,"ZAF","NA","2005473246","Portulacaceae","Portulaca","SPECIES","Portulaca quadrifida L.","NULL",2011,"PRESERVED_SPECIMEN","NA","NA","NA","Portulaca",182.766754,125,502,4136.445312,283.453735,35.383377,248,225.879898,112.45372,226.879898,112.45372,622.669189,112.109253,3.50348,76.503479,327.144287,13.006961,266.095917,13.006961,18.2766754,NA
"Portulaca quadrifida",28.375,-25.625,"ZAF","NA","462186479","Portulacaceae","Portulaca","SPECIES","Portulaca quadrifida L.","NULL",1979,"PRESERVED_SPECIMEN","SANBI","PRECIS","NA","Portulaca",183.732986,125,502,4149.365723,284.733002,36.249687,248.483231,227.483231,113.732986,228.24968,113.732986,652.520203,117.700577,4,77,345.101715,14,275.601227,14,18.3732986,NA
"Portulaca kermesina",20.375,-25.625,"ZAF","NA","462186219","Portulacaceae","Portulaca","SPECIES","Portulaca kermesina N.E.Br.","NULL",1979,"PRESERVED_SPECIMEN","SANBI","PRECIS","NA","Portulaca",212,131,443.750244,5596.898438,344.516754,49,295,274,142,279,125,226.465851,48.249687,1,93,141.749069,3,108.499374,5,21.2,NA
"Portulaca kermesina",22.875,-25.625,"ZAF","NA","462186220","Portulacaceae","Portulaca","SPECIES","Portulaca kermesina N.E.Br.","NULL",1980,"PRESERVED_SPECIMEN","SANBI","PRECIS","NA","Portulaca",210,127,444,5461.666016,331.233551,46,285,260.268219,143,272,122,301.033539,52.516766,2,78,154.516769,6,142.033524,8,21,NA
"Portulaca quadrifida",27.125,-25.625,"ZAF","NA","462186390","Portulacaceae","Portulaca","SPECIES","Portulaca quadrifida L.","NULL",1970,"PRESERVED_SPECIMEN","SANBI","PRECIS","NA","Portulaca",177.817383,125,496.750244,4379.350586,280.067078,27.567625,252.249756,224.300613,115.15126,224.300613,104.300613,709.147034,135.316193,3.516698,77.249756,385.431793,15.033395,385.431793,15.550093,17.7817383,NA
"Portulaca kermesina",27.125,-25.625,"ZAF","NA","462186166","Portulacaceae","Portulaca","SPECIES","Portulaca kermesina N.E.Br.","NULL",1971,"PRESERVED_SPECIMEN","SANBI","PRECIS","NA","Portulaca",177.817383,125,496.750244,4379.350586,280.067078,27.567625,252.249756,224.300613,115.15126,224.300613,104.300613,709.147034,135.316193,3.516698,77.249756,385.431793,15.033395,385.431793,15.550093,17.7817383,NA
"Portulaca L.",28.125,-25.625,"ZAF","NA","462186547","Portulacaceae","Portulaca","GENUS","Portulaca L.","NULL",1948,"PRESERVED_SPECIMEN","SANBI","PRECIS","NA","Portulaca",181,125,501.750305,4204.73291,282,32,250,225,110,225.732986,110,707.103149,135.817169,4,79,385.201752,14,336.418121,14,18.1,NA
"Portulaca L.",28.125,-25.625,"ZAF","NA","462186546","Portulacaceae","Portulaca","GENUS","Portulaca L.","NULL",1948,"PRESERVED_SPECIMEN","SANBI","PRECIS","NA","Portulaca",181,125,501.750305,4204.73291,282,32,250,225,110,225.732986,110,707.103149,135.817169,4,79,385.201752,14,336.418121,14,18.1,NA
"Portulaca kermesina",28.125,-25.625,"ZAF","NA","462186255","Portulacaceae","Portulaca","SPECIES","Portulaca kermesina N.E.Br.","NULL",1970,"PRESERVED_SPECIMEN","SANBI","PRECIS","NA","Portulaca",181,125,501.750305,4204.73291,282,32,250,225,110,225.732986,110,707.103149,135.817169,4,79,385.201752,14,336.418121,14,18.1,NA
"Portulaca quadrifida",28.125,-25.625,"ZAF","NA","462186382","Portulacaceae","Portulaca","SPECIES","Portulaca quadrifida L.","NULL",1959,"PRESERVED_SPECIMEN","SANBI","PRECIS","NA","Portulaca",181,125,501.750305,4204.73291,282,32,250,225,110,225.732986,110,707.103149,135.817169,4,79,385.201752,14,336.418121,14,18.1,NA
"Portulaca kermesina",28.625,-25.625,"ZAF","NA","462186199","Portulacaceae","Portulaca","SPECIES","Portulaca kermesina N.E.Br.","NULL",1978,"PRESERVED_SPECIMEN","SANBI","PRECIS","NA","Portulaca",175.233551,124,504,4052.400146,275.483246,30,245.732986,217.732986,106.483231,219.233551,106.483231,602.668213,107.033531,3,76,311.100586,12,261.567566,12,17.5233551,NA
"Portulaca quadrifida",27.768056,-25.581111,"ZAF","NA","2005501465","Portulacaceae","Portulaca","SPECIES","Portulaca quadrifida L.","NULL",2011,"PRESERVED_SPECIMEN","NA","NA","NA","Portulaca",190.466858,126,500,4305.973633,291.862885,39.862873,252,235.862869,126.179047,235.862869,117.862869,542.126282,104.926788,3.24795,78,297.164185,10.951833,281.520355,11.743849,19.0466858,NA
"Portulaca australis",147.318611,-25.568611,"AUS","NA","NULL","Portulacaceae","Portulaca","species","Portulaca australis Endl.","100",2014,"PreservedSpecimen","BRI","Herbrecs","urn:catalog:BRI:Herbrecs:AQ0857814","Portulaca",204.78743,101,403,5229.835938,319.037262,68.070801,251,268.249847,172.858231,268.249847,123.78743,529.659058,86.141769,17,49,243.708679,58.21257,243.708679,72.637703,20.478743,NA
"Portulaca hereroensis",27.310278,-25.568056,"ZAF","NA","2005502130","Portulacaceae","Portulaca","SPECIES","Portulaca hereroensis Schinz","NULL",2009,"PRESERVED_SPECIMEN","NA","NA","NA","Portulaca",192,126,496,4388.412109,294,41,253,238.487595,132.300491,238.487595,118.487602,548.362854,106.325111,3,77.912552,301.712799,11.349977,301.712799,12,19.2,NA
"Portulaca bicolor",143.775556,-25.541111,"AUS","NA","NULL","Portulacaceae","Portulaca","species","Portulaca bicolor F.Muell.","100",2010,"PreservedSpecimen","BRI","Herbrecs","urn:catalog:BRI:Herbrecs:AQ0851096","Portulaca",226.173538,107,385,5943.506836,352.930542,74.513924,278,293.930542,190.173538,299.513916,134.757019,377.847504,63.583366,11,52.583366,171.236298,34,170.507126,53,22.6173538,NA
"Portulaca umbraticola",-60.5,-25.53333,"ARG","NA","1259525077","Portulacaceae","Portulaca","SPECIES","Portulaca umbraticola Kunth","NULL",1990,"PRESERVED_SPECIMEN","MO","MO","NA","Portulaca",225,90,427,4127.949707,323,111,211,261,163,278,163,979.733582,143,18,57,408.750092,58,400,58,22.5,NA
"Portulaca bicolor",149.98444,-25.503699,"AUS","NA","NULL","Portulacaceae","Portulaca","species","Portulaca bicolor F.Muell.","100",1996,"PreservedSpecimen","BRI","Herbrecs","urn:catalog:BRI:Herbrecs:AQ0652700","Portulaca",216.072769,98,423.649658,4636.039062,319.397614,89.072769,230.397614,271.252075,186.397614,271.397614,143.397614,663.727478,95.132004,25.927231,48.602386,285.071167,82.854462,284.900116,85.781693,21.6072769,NA
"Portulaca L.",151.9,-25.4667,"AUS","NA","2829237076","Portulacaceae","Portulaca","GENUS","Portulaca L.","1000",1993,"PRESERVED_SPECIMEN","CANB","CBG","NA","Portulaca",212.773544,84,434,3768.6521,299.260834,106.525826,193,258.260834,167.453903,258.260834,154.773544,831.945496,141.800735,25.487303,58.016399,415.621246,84.978729,415.621246,100.238724,21.2773544,NA
"Portulaca L.",151.9,-25.4667,"AUS","NA","2830637270","Portulacaceae","Portulaca","GENUS","Portulaca L.","1000",1993,"PRESERVED_SPECIMEN","CANB","CBG","NA","Portulaca",212.773544,84,434,3768.6521,299.260834,106.525826,193,258.260834,167.453903,258.260834,154.773544,831.945496,141.800735,25.487303,58.016399,415.621246,84.978729,415.621246,100.238724,21.2773544,NA
"Portulaca L.",151.9,-25.4667,"AUS","NA","2434677558","Portulacaceae","Portulaca","GENUS","Portulaca L.","1000",1993,"PRESERVED_SPECIMEN","CANB","CBG","NA","Portulaca",212.773544,84,434,3768.6521,299.260834,106.525826,193,258.260834,167.453903,258.260834,154.773544,831.945496,141.800735,25.487303,58.016399,415.621246,84.978729,415.621246,100.238724,21.2773544,NA
"Portulaca L.",151.9,-25.4667,"AUS","NA","2830756009","Portulacaceae","Portulaca","GENUS","Portulaca L.","1000",1993,"PRESERVED_SPECIMEN","CANB","CBG","NA","Portulaca",212.773544,84,434,3768.6521,299.260834,106.525826,193,258.260834,167.453903,258.260834,154.773544,831.945496,141.800735,25.487303,58.016399,415.621246,84.978729,415.621246,100.238724,21.2773544,NA
"Portulaca L.",151.9,-25.4667,"AUS","NA","NULL","Portulacaceae","Portulaca","genus","Portulaca L.","1000",1993,"PreservedSpecimen","CANB","CBG","CANB:CBG:CBG 9317756.1","Portulaca",212.773544,84,434,3768.6521,299.260834,106.525826,193,258.260834,167.453903,258.260834,154.773544,831.945496,141.800735,25.487303,58.016399,415.621246,84.978729,415.621246,100.238724,21.2773544,NA
"Portulaca L.",151.9,-25.4667,"AUS","NA","NULL","Portulacaceae","Portulaca","genus","Portulaca L.","1000",1993,"PreservedSpecimen","CANB","CBG","CANB:CBG:CBG 9317755.1","Portulaca",212.773544,84,434,3768.6521,299.260834,106.525826,193,258.260834,167.453903,258.260834,154.773544,831.945496,141.800735,25.487303,58.016399,415.621246,84.978729,415.621246,100.238724,21.2773544,NA
"Portulaca L.",151.9,-25.4667,"AUS","NA","NULL","Portulacaceae","Portulaca","genus","Portulaca L.","1000",1993,"PreservedSpecimen","CANB","CBG","CANB:CBG:CBG 9317754.1","Portulaca",212.773544,84,434,3768.6521,299.260834,106.525826,193,258.260834,167.453903,258.260834,154.773544,831.945496,141.800735,25.487303,58.016399,415.621246,84.978729,415.621246,100.238724,21.2773544,NA
"Portulaca L.",147.688,-25.465,"AUS","NA","NULL","Portulacaceae","Portulaca","genus","Portulaca","100",2011,"PreservedSpecimen","BRI","Herbrecs","urn:catalog:BRI:Herbrecs:AQ0823346","Portulaca",200.316605,99,406,5079.911133,312.033295,67.033295,245,262.033295,169.371658,262.033295,121.316597,541.689697,90.57328,17,54,256.13504,57,256.13504,69.984917,20.0316605,NA
"Portulaca obtusa",-63.980278,-25.409444,"ARG","NA","1094909192","Portulacaceae","Portulaca","SPECIES","Portulaca obtusa Poelln.","NULL",2006,"PRESERVED_SPECIMEN","UEFS","HUEFS","NA","Portulaca",214,86,393,4352.894531,312,93,219,266,164,266,145,661.472778,137,4,87,379.92807,14,379.92807,15,21.4,NA
"Portulaca australis",150.960233,-25.426681,"AUS","NA","NULL","Portulacaceae","Portulaca","species","Portulaca australis Endl.","100",1992,"PreservedSpecimen","BRI","Herbrecs","urn:catalog:BRI:Herbrecs:AQ0541005","Portulaca",207.880478,90,431.059753,4115.04834,302.880463,94.705643,208.174835,257.195465,180.880478,257.880463,144.705643,715.889465,98.963211,29.119526,39.744785,287.554291,91.123985,287.20462,114.144615,20.7880478,NA
"Portulaca bicolor",150.877469,-25.356472,"AUS","NA","NULL","Portulacaceae","Portulaca","species","Portulaca bicolor F.Muell.","100",1996,"PreservedSpecimen","BRI","Herbrecs","urn:catalog:BRI:Herbrecs:AQ0588384","Portulaca",202.764526,90,432.837219,4103.96875,297.715942,89.715942,208,252.715942,175.715942,252.715942,139.764526,758.257507,103.837219,31.186895,41.740059,310.438629,95.422371,310.438629,112.340508,20.2764526,NA
"Portulaca L.",147.95,-25.38,"AUS","NA","2830113349","Portulacaceae","Portulaca","GENUS","Portulaca L.","1000",1981,"PRESERVED_SPECIMEN","NSW","NSW","NA","Portulaca",194.485977,99,410.514008,4952.178223,303.485992,62.959751,240,250.485977,164.485977,254.002808,117.485977,701.254822,117.150597,21.516825,56,333.365692,71.033646,329.408752,88.557076,19.4485977,NA
"Portulaca L.",147.95,-25.38,"AUS","NA","2828462764","Portulacaceae","Portulaca","GENUS","Portulaca L.","1000",1981,"PRESERVED_SPECIMEN","NSW","NSW","NA","Portulaca",194.485977,99,410.514008,4952.178223,303.485992,62.959751,240,250.485977,164.485977,254.002808,117.485977,701.254822,117.150597,21.516825,56,333.365692,71.033646,329.408752,88.557076,19.4485977,NA
