"species","decimalLongitude","decimalLatitude","countryCode","individualCount","gbifID","family","genus","taxonRank","scientificName","coordinateUncertaintyInMeters","year","basisOfRecord","institutionCode","collectionCode","occurrenceID","clade","CHELSA_BIOL_01","CHELSA_BIOL_02","CHELSA_BIOL_03","CHELSA_BIOL_04","CHELSA_BIOL_05","CHELSA_BIOL_06","CHELSA_BIOL_07","CHELSA_BIOL_08","CHELSA_BIOL_09","CHELSA_BIOL_10","CHELSA_BIOL_11","CHELSA_BIOL_12","CHELSA_BIOL_13","CHELSA_BIOL_14","CHELSA_BIOL_15","CHELSA_BIOL_16","CHELSA_BIOL_17","CHELSA_BIOL_18","CHELSA_BIOL_19","MAT","BasisOfRecord"
"Portulaca bicolor",150.8,-30.233333,"AUS","NA","2827177374","Portulacaceae","Portulaca","SPECIES","Portulaca bicolor F.Muell.","NULL",1977,"PRESERVED_SPECIMEN","NE","NE","NA","Portulaca",158.249847,95,406.249664,4961.665039,268.499603,34.249855,234,220.982788,154.234741,220.982788,85.249855,742.454407,94.983559,42.23341,26.233501,270.500885,136.916443,270.500885,144.667999,15.8249847,NA
"Portulaca L.",139.384376,-30.182031,"AUS","NA","2828313682","Portulacaceae","Portulaca","GENUS","Portulaca L.","1000",1996,"PRESERVED_SPECIMEN","AD","AD","NA","Portulaca",187.006775,110,392.327026,6066.176758,326.555878,45.765812,280.882904,267.006775,120.199608,267.006775,99.555878,216.95137,31.314915,10,34.536953,85.944748,32.432011,85.944748,39.018925,18.7006775,NA
"Portulaca L.",139.384376,-30.182031,"AUS","NA","NULL","Portulacaceae","Portulaca","genus","Portulaca sp.","1000",1996,"PreservedSpecimen","AD","AD","AD:AD:AD 99804010","Portulaca",187.006714,110,392.327087,6066.17627,326.555817,45.765789,280.882904,267.006714,120.198372,267.006714,99.555817,216.950943,31.314886,10,34.537048,85.944656,32.431992,85.944656,39.018768,18.7006714,NA
"Portulaca intraterranea",140.846583,-29.961744,"AUS","NA","NULL","Portulacaceae","Portulaca","species","Portulaca intraterranea J.Black","150",1996,"PreservedSpecimen","AD","AD","AD:AD:AD 99912350","Portulaca",213,107.09594,375,6372.179688,352,66,286,296,170.095947,296.095947,120,173.891937,22,10,26,60.190563,31,60,37,21.3,NA
"Portulaca bicolor",151.000573,-29.968086,"AUS","NA","1073840789","Portulacaceae","Portulaca","SPECIES","Portulaca bicolor F.Muell.","10",2003,"PRESERVED_SPECIMEN","NSW Dept of Planning","BioNet Atlas of NSW Wildlife","NA","Portulaca",159.450104,94.617249,408.968353,4861.968262,268.450104,37.035694,231.414413,220.450104,132.593918,220.450104,88.035698,781.719849,98.310684,39.824795,29.143543,290.134888,135.23114,290.134888,149.785065,15.9450104,NA
"Portulaca bicolor",150.923893,-29.942868,"AUS","NA","1451615723","Portulacaceae","Portulaca","SPECIES","Portulaca bicolor F.Muell.","1000",2001,"PRESERVED_SPECIMEN","NSW Dept of Planning","BioNet Atlas of NSW Wildlife","NA","Portulaca",165.588028,95.616013,409,4919.091309,275.117615,41.745071,233.372528,227.588028,110.117607,227.588028,92.974556,798.721191,110.824577,40.02544,32.397976,316.977875,127.558197,316.977875,140.076324,16.5588028,NA
"Portulaca bicolor",150.922778,-29.944444,"AUS","NA","2827247382","Portulacaceae","Portulaca","SPECIES","Portulaca bicolor F.Muell.","NULL",2001,"PRESERVED_SPECIMEN","NE","NE","NA","Portulaca",164.892075,95.749817,409,4917.674805,274.550232,41.366833,233.183411,226.892075,109.550247,226.892075,92.504356,808.036072,112.595459,40.49564,32.679058,321.948914,128.895523,321.948914,141.486923,16.4892075,NA
"Portulaca hereroensis",24.875,-29.875,"ZAF","NA","462186101","Portulacaceae","Portulaca","SPECIES","Portulaca hereroensis Schinz","NULL",1994,"PRESERVED_SPECIMEN","SANBI","PRECIS","NA","Portulaca",172.233551,132,436,5778.232422,312,10,302,220.233551,83,244.483231,83,343.734528,57.249756,8,60.249687,165.249893,25.500629,126.500702,25.500629,17.2233551,NA
"Portulaca kermesina",25.125,-29.875,"ZAF","NA","462186124","Portulacaceae","Portulaca","SPECIES","Portulaca kermesina N.E.Br.","NULL",1973,"PRESERVED_SPECIMEN","SANBI","PRECIS","NA","Portulaca",164,132,439,5709.450684,302,2,300,211.24968,75.750244,235,75.750244,426.599579,66.483307,10,57.750244,196.416519,30.966608,160.449921,30.966608,16.4,NA
"Portulaca quadrifida",30.125,-29.875,"ZAF","NA","2005511526","Portulacaceae","Portulaca","SPECIES","Portulaca quadrifida L.","NULL",1972,"PRESERVED_SPECIMEN","NA","NA","NA","Portulaca",152.383057,100,491.733002,3312.266602,240.133301,36.38306,203.24968,190.616608,99.383057,194.133301,99.383057,792.135986,112.084442,16.799915,53.516697,330.852051,53.366207,308.785248,53.366207,15.2383057,NA
"Portulaca quadrifida",30.625,-29.875,"ZAF","NA","616309481","Portulacaceae","Portulaca","SPECIES","Portulaca quadrifida L.","NULL",1995,"PRESERVED_SPECIMEN","SANBI","PRECIS","NA","Portulaca",180.566147,85,477.249695,2941.617432,258.299133,80.566223,177.750244,214.299133,134.049454,219.049454,134.049454,878.549011,122.435333,17.267084,51.483303,360.056244,56.268349,349.839874,56.268349,18.0566147,NA
"Portulaca bicolor",151.220572,-29.952892,"AUS","NA","1073843945","Portulacaceae","Portulaca","SPECIES","Portulaca bicolor F.Muell.","10",2004,"PRESERVED_SPECIMEN","NSW Dept of Planning","BioNet Atlas of NSW Wildlife","NA","Portulaca",152.847351,92,410,4724.094727,258.026611,33.014534,225.002472,212.014542,99.844879,212.014542,82.844879,740.564209,96.167191,38.169655,28.842413,278.501556,131.131912,278.501556,139.933197,15.2847351,NA
"Portulaca bicolor",151.166667,-29.833333,"AUS","NA","2434949148","Portulacaceae","Portulaca","SPECIES","Portulaca bicolor F.Muell.","NULL",1992,"PRESERVED_SPECIMEN","NE","NE","NA","Portulaca",158.9664,93.249649,411,4763.779785,265.216064,37.9664,227.483139,218.9664,105.216049,218.9664,88.216049,834.23877,118.134407,37.516865,37.267082,347.369598,123.067329,347.369598,135.584061,15.89664,NA
"Portulaca bicolor",151.183333,-29.833333,"AUS","NA","2827141569","Portulacaceae","Portulaca","SPECIES","Portulaca bicolor F.Muell.","NULL",1993,"PRESERVED_SPECIMEN","NE","NE","NA","Portulaca",158.017303,93,411,4752.668945,264.250824,37.017296,227,218.017303,104.500565,218.017303,87.500565,853.582581,122.550255,37.483265,38.03352,359.383728,123.96653,359.383728,135.950302,15.8017303,NA
"Portulaca bicolor",151.133333,-29.816667,"AUS","NA","2827136552","Portulacaceae","Portulaca","SPECIES","Portulaca bicolor F.Muell.","NULL",1992,"PRESERVED_SPECIMEN","NE","NE","NA","Portulaca",162.499313,94,410.750336,4794.379883,269.499298,40.49931,229,222.499313,108.499313,222.499313,91.499313,798.909485,113.967934,35.750343,37.233559,333.903809,117.734375,333.903809,126.751724,16.2499313,NA
"Portulaca cryptopetala",-63.749722,-29.768056,"ARG","NA","2248049823","Portulacaceae","Portulaca","SPECIES","Portulaca cryptopetala Speg.","1000",1955,"PRESERVED_SPECIMEN","CORD","NA","NA","Portulaca",173.057526,89,376.842529,4908.157715,280.900055,45.707542,235.70755,235.70755,114.707542,235.70755,97.707542,833.722534,132.857498,12,69,394.57251,36,394.57251,40.650024,17.3057526,NA
"Portulaca L.",136.717731,-29.715382,"AUS","NA","2830255304","Portulacaceae","Portulaca","GENUS","Portulaca L.","1000",1984,"PRESERVED_SPECIMEN","AD","AD","NA","Portulaca",207,109,386.567596,6117.652832,347,65,282,288,167,288,118,158.54129,21.212147,8,27.095148,58.424294,25.116999,58.424294,33,20.7,NA
"Portulaca L.",136.86773,-29.782047,"AUS","NA","2828072792","Portulacaceae","Portulaca","GENUS","Portulaca L.","1000",1984,"PRESERVED_SPECIMEN","AD","AD","NA","Portulaca",211.883026,109,384,6167.784668,352.432434,68.883034,283,292.883026,135.644424,292.883026,122.432442,141.517334,18.355581,8,25.567558,50.711163,24,50.711163,30.567558,21.1883026,NA
"Portulaca L.",136.667732,-29.798715,"AUS","NA","2827980472","Portulacaceae","Portulaca","GENUS","Portulaca L.","1000",1984,"PRESERVED_SPECIMEN","AD","AD","NA","Portulaca",209.450562,109,386,6104.455078,349,67.450554,282,290,169,290,121,144.206787,20,7.432498,26.805899,54.670895,23.864998,54.670895,29,20.9450562,NA
"Portulaca L.",136.86773,-29.782047,"AUS","NA","NULL","Portulacaceae","Portulaca","genus","Portulaca","1000",1984,"PreservedSpecimen","AD","AD","AD:AD:AD 98428074","Portulaca",211.883041,109,384,6167.784668,352.432465,68.883041,283,292.883026,135.644409,292.883026,122.432457,141.517334,18.355585,8,25.567547,50.71117,24,50.71117,30.567547,21.1883041,NA
"Portulaca L.",136.667732,-29.798715,"AUS","NA","NULL","Portulacaceae","Portulaca","genus","Portulaca","1000",1984,"PreservedSpecimen","AD","AD","AD:AD:AD 98440140","Portulaca",209.450577,109,386,6104.455078,349,67.450569,282,290,169,290,121,144.20668,20,7.432472,26.805925,54.670868,23.864944,54.670868,29,20.9450577,NA
"Portulaca L.",136.717731,-29.715382,"AUS","NA","NULL","Portulacaceae","Portulaca","genus","Portulaca","1000",1984,"PreservedSpecimen","AD","AD","AD:AD:AD 98428126","Portulaca",207,109,386.567596,6117.652832,347,65,282,288,167,288,118,158.541183,21.212099,8,27.095108,58.424198,25.116991,58.424198,33,20.7,NA
"Portulaca intraterranea",140.865469,-29.764798,"AUS","NA","NULL","Portulacaceae","Portulaca","species","Portulaca intraterranea J.Black","150",1996,"PreservedSpecimen","AD","AD","AD:AD:AD 99940187","Portulaca",214,108,375,6398.486816,353,66,287,298,171,298,121,177,24,10,29,66,31,66,35,21.4,NA
"Portulaca L.",-64.1325,-29.736667,"ARG","NA","2248043679","Portulacaceae","Portulaca","GENUS","Portulaca L.","NULL",1987,"PRESERVED_SPECIMEN","CORD","NA","NA","Portulaca",181.278152,87,368,4964.824707,289.894867,53.278156,236,244.278152,122.278152,244.278152,104.278152,679.465942,117.222267,8.383278,73,340.622101,25.694611,340.622101,29.167446,18.1278152,NA
"Portulaca obtusa",-64.560278,-29.735278,"ARG","NA","2248050048","Portulacaceae","Portulaca","SPECIES","Portulaca obtusa Poelln.","NULL",2015,"PRESERVED_SPECIMEN","CORD","NA","NA","Portulaca",211.080292,85,355.203064,5111.027344,321.48642,82.080284,239,276,151.28334,276,131.486404,581.739014,106.14994,7,76.796951,305.449829,21,305.449829,22,21.1080292,NA
"Portulaca L.",-67.3,-29.766667,"ARG","NA","2248044046","Portulacaceae","Portulaca","GENUS","Portulaca L.","NULL",1994,"PRESERVED_SPECIMEN","CORD","NA","NA","Portulaca",186.516724,87,357.750244,5106.416016,291.516724,48.000065,243.483337,240.516724,106.516724,248.516724,106.516724,250.083786,64.933182,2,101.249687,178.366928,6.23359,166.09996,6.23359,18.6516724,NA
"Portulaca confertifolia",-67.360278,-29.683333,"ARG","NA","1094909220","Portulacaceae","Portulaca","SPECIES","Portulaca confertifolia Hauman","NULL",2006,"PRESERVED_SPECIMEN","UEFS","HUEFS","NA","Portulaca",186.653671,88,362.716644,5044.32373,291.146423,48.516735,243,239.800095,107.653671,247.653671,107.653671,225.840118,60.336842,2,103,165.010529,6,152.156952,6,18.6653671,NA
"Portulaca hereroensis",24.375,-29.625,"ZAF","NA","462186092","Portulacaceae","Portulaca","SPECIES","Portulaca hereroensis Schinz","NULL",1981,"PRESERVED_SPECIMEN","SANBI","PRECIS","NA","Portulaca",182.249756,132,433,5879.69873,323,18,305,231,92,255.249756,92,300.851471,52.516697,6,64.732986,155.050583,18.534019,110.783638,18.534019,18.2249756,NA
"Portulaca kermesina",30.875,-29.625,"ZAF","NA","2005449949","Portulacaceae","Portulaca","SPECIES","Portulaca kermesina N.E.Br.","NULL",2005,"PRESERVED_SPECIMEN","NA","NA","NA","Portulaca",187.731033,81.249687,473.733002,2867.000244,263.247742,91.731041,171.483231,220.731033,142.731033,224.998047,142.731033,1054.488892,151.700424,18.750244,52.483303,437.101288,63.217339,423.635315,63.217339,18.7731033,NA
"Portulaca intraterranea",137.38439,-29.59871,"AUS","NA","NULL","Portulacaceae","Portulaca","species","Portulaca intraterranea J.M.Black","1000",1984,"PreservedSpecimen","AD","AD","AD:AD:AD 98421046","Portulaca",219,109,379,6328.248535,360,73,287,301.643585,140.43219,302,127,135.835098,19.239342,7,30.595751,51.478683,21,40,28.356409,21.9,NA
"Portulaca bicolor",151.266555,-29.552821,"AUS","NA","1073846677","Portulacaceae","Portulaca","SPECIES","Portulaca bicolor F.Muell.","10",2004,"PRESERVED_SPECIMEN","NSW Dept of Planning","BioNet Atlas of NSW Wildlife","NA","Portulaca",168.178177,94,414,4725.519531,273.591888,46.591904,227,227.178177,114.591904,227.178177,97.591904,671.332153,89.771393,30.089699,35.140224,268.130371,101.587494,268.130371,107.441643,16.8178177,NA
"Portulaca intraterranea",138.184382,-29.532037,"AUS","NA","NULL","Portulacaceae","Portulaca","species","Portulaca intraterranea J.M.Black","1000",1997,"PreservedSpecimen","AD","AD","AD:AD:AD 99906142","Portulaca",218,109,379,6363.578613,358,71,287,300,138.789368,301,125,166.629791,28.882875,9,40.882877,79.197769,27,57.864033,30,21.8,NA
"Portulaca bicolor",151.565278,-29.3125,"AUS","NA","2827160074","Portulacaceae","Portulaca","SPECIES","Portulaca bicolor F.Muell.","NULL",1996,"PRESERVED_SPECIMEN","NE","NE","NA","Portulaca",160.333496,94,423,4527.23291,262.333496,41.333488,221,216.983307,176.333496,216.983307,92.333488,655.859802,81.649811,30.32217,27.966608,240.249069,114.599632,240.249069,135.078003,16.0333496,NA
"Portulaca bicolor",151.433333,-29.483333,"AUS","NA","2827157885","Portulacaceae","Portulaca","SPECIES","Portulaca bicolor F.Muell.","NULL",1992,"PRESERVED_SPECIMEN","NE","NE","NA","Portulaca",160.267044,93,418,4606.333984,263.766479,40.766479,223,217.766479,107.766479,217.766479,91.516785,672.154968,90.183876,31.233521,34.449741,264.017456,106.068169,264.017456,114.168678,16.0267044,NA
"Portulaca kermesina",20.375,-29.375,"ZAF","NA","462186264","Portulacaceae","Portulaca","SPECIES","Portulaca kermesina N.E.Br.","NULL",2006,"PRESERVED_SPECIMEN","SANBI","PRECIS","NA","Portulaca",194,133,452,5749.283203,335.750244,42,294,249,122,266.483246,109.483238,140.76651,27.516764,3,64.516762,78.033524,10,62,13,19.4,NA
"Portulaca kermesina",20.125,-29.375,"ZAF","NA","462186265","Portulacaceae","Portulaca","SPECIES","Portulaca kermesina N.E.Br.","NULL",2006,"PRESERVED_SPECIMEN","SANBI","PRECIS","NA","Portulaca",193,134,457,5671.083984,335,42,293,247.732986,122,265,110,120.783707,24.516695,2,67.249687,69.033394,8,53,12,19.3,NA
"Portulaca L.",-67.5075,-29.258056,"ARG","NA","2248048222","Portulacaceae","Portulaca","GENUS","Portulaca L.","NULL",2014,"PRESERVED_SPECIMEN","CORD","NA","NA","Portulaca",179.066742,91,384.722473,4740.071289,279.066742,42.066746,237,228.683472,104.066742,235.40593,104.066742,217.977356,62.383278,1,111.789207,174.383286,3,154.766556,3,17.9066742,NA
"Portulaca confertifolia",-67.488889,-29.3125,"ARG","NA","2248046670","Portulacaceae","Portulaca","SPECIES","Portulaca confertifolia Hauman","NULL",2010,"PRESERVED_SPECIMEN","CORD","NA","NA","Portulaca",182.850037,91,381.149963,4779.347656,283,45.85004,238,232.850037,107.850044,239.850037,107.850044,213.297409,60.14996,1,110,168.44487,5,149.299911,5,18.2850037,NA
"Portulaca filifolia",139.934362,-29.165359,"AUS","NA","NULL","Portulacaceae","Portulaca","species","Portulaca filifolia F.Muell.","1000",1994,"PreservedSpecimen","AD","AD","AD:AD:AD 99820057","Portulaca",220,110.359726,381,6437.673828,359,69,290,304,177,304,126,163.861603,22,6,29.326332,62.326332,23,62.326332,34,22,NA
"Portulaca quadrifida",24.36,-29.155556,"ZAF","NA","2005511219","Portulacaceae","Portulaca","SPECIES","Portulaca quadrifida L.","NULL",2010,"PRESERVED_SPECIMEN","NA","NA","NA","Portulaca",174.716766,133,438.240753,5780.496094,313.3685,10.609233,303,221.716766,85.60923,246.716766,85.60923,434.955688,75.266418,7.849976,67.759254,219.799271,23.940695,178.799271,23.940695,17.4716766,NA
"Portulaca kermesina",18.625,-29.125,"ZAF","NA","462186245","Portulacaceae","Portulaca","SPECIES","Portulaca kermesina N.E.Br.","NULL",2000,"PRESERVED_SPECIMEN","SANBI","PRECIS","NA","Portulaca",192.233551,137,490.249695,4954.55127,331.233551,51.73299,279.266998,244.233551,153.732986,255.732986,120.483238,101.799973,21.766449,3,66.766449,61.04966,11,44.033524,19,19.2233551,NA
"Portulaca kermesina",19.125,-29.125,"ZAF","NA","462186250","Portulacaceae","Portulaca","SPECIES","Portulaca kermesina N.E.Br.","NULL",2000,"PRESERVED_SPECIMEN","SANBI","PRECIS","NA","Portulaca",201.766388,137,475,5328.866699,343.266937,54.999935,288,255.516632,161.766388,269.266937,123.999931,89.249817,19.249754,1,72.74913,53.499508,7,38,16,20.1766388,NA
"Portulaca kermesina",19.375,-29.125,"ZAF","NA","462186261","Portulacaceae","Portulaca","SPECIES","Portulaca kermesina N.E.Br.","NULL",2005,"PRESERVED_SPECIMEN","SANBI","PRECIS","NA","Portulaca",185.267014,137,472,5413.700195,327.033447,36.766449,290,239.033463,116.267006,253.766449,106.267006,105.417503,22.233551,2,69.983795,62.700653,10,45.700653,16,18.5267014,NA
"Portulaca kermesina",20.375,-29.125,"ZAF","NA","462186262","Portulacaceae","Portulaca","SPECIES","Portulaca kermesina N.E.Br.","NULL",2006,"PRESERVED_SPECIMEN","SANBI","PRECIS","NA","Portulaca",199,133,448,5833.067871,341,43.516762,297.266998,254,126,272,113,138.732986,28,2,68.267006,79,7,62.73299,10,19.9,NA
"Portulaca kermesina",24.625,-29.125,"ZAF","NA","462186196","Portulacaceae","Portulaca","SPECIES","Portulaca kermesina N.E.Br.","NULL",1981,"PRESERVED_SPECIMEN","SANBI","PRECIS","NA","Portulaca",182,132,437,5784.26709,320,17,303,229,92.267014,253.766449,92.267014,401.582153,67.76638,8,66.249687,197.299149,24,167.5327,24,18.2,NA
"Portulaca elatior",-59.607778,-29.103611,"ARG","NA","1094909196","Portulacaceae","Portulaca","SPECIES","Portulaca elatior Mart.","NULL",2006,"PRESERVED_SPECIMEN","UEFS","HUEFS","NA","Portulaca",201,89,413,4486.333496,303,87,216,243,147,261,136,1170.90271,151.500015,34,42,436.416656,104,376.53476,126,20.1,NA
"Portulaca cryptopetala",-59.966667,-29.1,"ARG","1","1260830760","Portulacaceae","Portulaca","SPECIES","Portulaca cryptopetala Speg.","NULL",1995,"PRESERVED_SPECIMEN","MO","MO","NA","Portulaca",199,89,411,4502.217285,301,84,217,241,145,259,133.24971,1152.61792,155.516693,31,43.766411,453.300354,97,366.266968,124.500557,19.9,NA
"Portulaca L.",133.59275,-29.020399,"AUS","NA","2828473879","Portulacaceae","Portulaca","GENUS","Portulaca L.","1000",1981,"PRESERVED_SPECIMEN","AD","AD","NA","Portulaca",201,109,395,5856.466309,338,63,275,276,128,278,115,178,22,10,23,60,34,55,35,20.1,NA
"Portulaca L.",133.59275,-29.020399,"AUS","NA","NULL","Portulacaceae","Portulaca","genus","Portulaca sp.","1000",1981,"PreservedSpecimen","AD","AD","AD:AD:AD 98209248","Portulaca",201,109,395,5856.466309,338,63,275,276,128,278,115,178,22,10,23,60,34,55,35,20.1,NA
"Portulaca umbraticola",-65.805,-29.006111,"ARG","NA","2248045567","Portulacaceae","Portulaca","SPECIES","Portulaca umbraticola Kunth","NULL",1968,"PRESERVED_SPECIMEN","CORD","NA","NA","Portulaca",204,81,341,5120.54248,308,71,237,260,141,266.28186,123,377.934753,79,4,86,219,13,217,15,20.4,NA
"Portulaca L.",140.2,-29,"AUS","NA","2435769076","Portulacaceae","Portulaca","GENUS","Portulaca L.","10",1980,"PRESERVED_SPECIMEN","DNA","DNA","NA","Portulaca",222,110,379,6471.897949,360.483185,70,291,306.732971,179.233521,306.732971,127,161.850769,21,8,24.966484,59,26,59,36.801117,22.2,NA
"Portulaca L.",140.2,-29,"AUS","NA","2826703297","Portulacaceae","Portulaca","GENUS","Portulaca L.","10",1980,"PRESERVED_SPECIMEN","DNA","DNA","NA","Portulaca",222,110,379,6471.897949,360.483185,70,291,306.732971,179.233521,306.732971,127,161.850769,21,8,24.966484,59,26,59,36.801117,22.2,NA
"Portulaca L.",140.2,-29,"AUS","NA","NULL","Portulacaceae","Portulaca","genus","Portulaca","10",1980,"PreservedSpecimen","DNA","DNA","DNA:DNA:DNA D0195821","Portulaca",222,110,379,6471.897949,360.483185,70,291,306.732971,179.233521,306.732971,127,161.850769,21,8,24.966484,59,26,59,36.801117,22.2,NA
"Portulaca intraterranea",141,-29,"AUS","NA","NULL","Portulacaceae","Portulaca","species","Portulaca intraterranea J.M.Black","1000",1973,"PreservedSpecimen","CANB","CANB","CANB:CANB:CANB 831735.1","Portulaca",219,109,376,6483.25,357,67,290,302,138,304,124,178.267044,25.267038,9,31.267038,72.534081,32,59,40,21.9,NA
